sampleID	pheno_trait1
1	-0.398615741976149
2	1.00485573702206
3	0.215609695759153
4	0.7898107480857
5	0.0321635885290499
6	-1.08400874088266
7	0.897797424745544
8	0.864917633459879
9	-0.428551233568356
10	0.587040674618388
11	0.790928568451223
12	-0.354847615096925
13	1.59095600904515
14	-0.058056267199569
15	0.215301282795724
16	1.55416875575133
17	0.924266467378913
18	0.36758324361077
19	-0.802548970503202
20	0.480985377814982
21	0.0506643037767631
22	0.695372202087404
23	-1.30363022574243
24	-0.653428289183999
25	0.9926090416617
26	2.69919028032993
27	0.52170808403269
28	0.214061643465734
29	0.644084608872703
30	0.347979797360224
31	1.29689015887568
32	0.297908035336141
33	-0.404041999482732
34	0.362839813772166
35	-1.56100629471455
36	-0.0163225109663276
37	0.328187150876891
38	1.01117127672277
39	1.48267972384538
40	1.20379017152569
41	2.4875983797382
42	0.0286443131259382
43	0.567874358082577
44	0.352844400279126
45	-0.06905918133933
46	-0.867782351992043
47	1.45779095266819
48	0.64812655939655
49	-0.186848001936205
50	0.210304229443734
51	-0.761342215212635
52	0.700515241407251
53	0.862889157012677
54	0.0660172634935063
55	1.89929152720993
56	-0.563274028581609
57	0.358472269656224
58	-0.892377956630857
59	0.666926480955331
60	-2.15789503085849
61	-1.20202033881054
62	-1.34990850915868
63	1.86182410853985
64	-0.0577365742377794
65	-0.966972874186175
66	-1.14156404294318
67	0.572404757221226
68	-0.0687931024209956
69	0.803577959097939
70	0.702110189037423
71	1.44362768364356
72	1.81536355856833
73	1.57087013879446
74	0.197094413310604
75	0.146230266350607
76	1.28656928427342
77	-0.613471083738272
78	1.4806905110224
79	-0.867467199153409
80	2.31827876595288
81	0.370470823423338
82	-0.100223053466389
83	-0.898276899166706
84	-0.212904864214839
85	-0.269100283049826
86	-0.382515563618659
87	0.247132253007816
88	0.607360585393883
89	2.41100294704415
90	-1.1030755233651
91	-1.36234839496776
92	-0.304657423297405
93	-0.361797448439931
94	1.38716734654062
95	0.261829836727914
96	0.17930539086702
97	-0.582386109024892
98	0.307398076916877
99	-1.16627344924507
100	-1.06803766842735
101	-1.41734156657187
102	1.53207159027954
103	0.271783296307547
104	0.342006087127636
105	0.172825350698607
106	-2.41124335292428
107	1.97119054945483
108	1.55204191873357
109	0.760387670418801
110	-0.249391358463678
111	0.874718677148009
112	0.0462393334849655
113	-1.20962729341877
114	-1.10324567445007
115	1.24346676804736
116	-0.088394556219809
117	0.160584485694693
118	-0.689211685423607
119	0.826343625496776
120	0.0770829029504697
121	0.288532280639551
122	-2.24388399777474
123	0.429433058947999
124	0.390237338890392
125	0.999194464655004
126	1.33059795607012
127	1.9821258964491
128	-0.360001782274591
129	1.54446098982436
130	3.308060143995
131	-1.52068439212669
132	1.34910512185738
133	-1.04616373866291
134	-0.85931551840227
135	0.652468533770785
136	1.10825782443824
137	-0.505855466525172
138	-1.0245631170879
139	0.469901765700492
140	-0.20137232035357
141	1.47894806546027
142	-0.33122556116072
143	-0.630589381128093
144	1.42603316315929
145	-0.157145000822804
146	-0.458365019249577
147	2.57646408041431
148	0.554341230526981
149	0.823903952109991
150	1.268301482916
151	-2.31727747381519
152	-0.745736014976955
153	3.17076280266749
154	0.337441043976568
155	0.274311882377546
156	0.361559824163937
157	0.496247933356413
158	0.843675032242852
159	0.44130519634704
160	-0.485410464150749
161	-1.26753515444383
162	0.1726448387627
163	-0.442376763220105
164	-0.646348865150453
165	0.722848288127748
166	0.358496964664986
167	-1.73008643619314
168	0.341305371087365
169	0.369227683566424
170	0.284271730461846
171	0.508708437665908
172	2.10541640424886
173	0.619831350586662
174	-0.465746606464754
175	1.39042087934308
176	1.11168910668026
177	0.330276075789606
178	-0.0823970764647463
179	0.697031247711349
180	0.603108804623931
181	0.182027904194853
182	-1.37388645539983
183	-1.33222953966596
184	-0.634340127081546
185	0.115452641460783
186	-0.516234533192183
187	1.09064122129691
188	0.392201920528247
189	0.422910095411571
190	-0.121093015526568
191	-0.545325202000369
192	0.330337569703256
193	-0.671630506850248
194	0.455496058467737
195	-1.51035612251681
196	0.432039875734164
197	0.777241362515673
198	1.71034457342046
199	0.275851508399021
200	-0.662412045371143
201	-0.616539053015644
202	-0.759760116781147
203	-0.197330158489978
204	1.55312941161257
205	1.22296004713027
206	1.34546560117622
207	-0.0634087597492599
208	1.9899835155015
209	-0.923275298995313
210	-0.287339891590478
211	-0.336655507616259
212	0.487471422813546
213	0.0887148770731986
214	-0.575653902312526
215	1.0566476582188
216	0.566929330246572
217	1.5581643182101
218	0.600679074524332
219	-1.14353733463516
220	-0.76798856046874
221	-0.988984149484221
222	0.465661217225925
223	-1.31558607008965
224	0.0713339910640106
225	-0.330047987389629
226	-0.656085518100248
227	0.318921076958957
228	0.274447283294758
229	-0.684498315612051
230	0.81485900543398
231	1.85465330919843
232	0.493482805073535
233	-0.667146537655454
234	1.01348573148383
235	0.483868169052447
236	-0.231104201859146
237	0.178322483821039
238	-0.0451504097211885
239	1.92714076530193
240	0.250898248184055
241	-0.0163025678848427
242	-0.559653181097429
243	1.9101881241654
244	0.349166984524624
245	0.223208175559811
246	0.276836450152174
247	-0.332605944172985
248	0.058807334303431
249	-1.60031394390455
250	-1.29493834471663
251	0.798311163207012
252	1.88931464251609
253	-0.497770523544355
254	-0.611479837064647
255	1.91477259866485
256	-1.48043502428703
257	-0.00390703915644508
258	0.0225484750466158
259	2.27169696993051
260	1.16664018092896
261	0.669961799177618
262	0.367032350152302
263	1.45144729153989
264	0.036998826939939
265	0.385872555329782
266	-0.123010250693143
267	0.640508474872499
268	-1.41775683581156
269	-1.40378938372685
270	1.89576508332584
271	-0.11418344056065
272	-2.81417877628404
273	1.40191641486276
274	0.816009212514883
275	0.140634411317762
276	-0.378865064119031
277	-1.05223007539277
278	-1.18163096441111
279	-0.187376988760793
280	-0.477004493371093
281	0.699570397007552
282	0.434677094875993
283	-0.00314059908660077
284	0.236651032326338
285	0.600306838220784
286	0.504279013884294
287	2.21697304585904
288	0.0896050267724451
289	1.36658869365184
290	-0.335036856282713
291	-1.3471614524644
292	-1.16763740766201
293	0.225947312763863
294	0.477827763172303
295	0.201382031264481
296	1.17627845627435
297	0.36906308393645
298	0.113658707862194
299	-1.29457223743875
300	1.35388946434087
